LFQ intensity a1	LFQ intensity a2	LFQ intensity a3	LFQ intensity a4	LFQ intensity b1	LFQ intensity b2	LFQ intensity b3	LFQ intensity b4	LFQ intensity c1	LFQ intensity c2	LFQ intensity c3	LFQ intensity c4	LFQ intensity d1	LFQ intensity d2	LFQ intensity d3	LFQ intensity d4	LFQ intensity e1	LFQ intensity e2	LFQ intensity e3	LFQ intensity e4	Student's T-test Significant b_a	Student's T-test Significant c_a	Student's T-test Significant d_a	Student's T-test Significant e_a	Student's T-test Significant c_b	Student's T-test Significant d_b	Student's T-test Significant e_b	Student's T-test Significant d_c	Student's T-test Significant e_c	Student's T-test Significant e_d	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Student's T-test p-value b_a	Student's T-test q-value b_a	Student's T-test Difference b_a	Student's T-test Test statistic b_a	Student's T-test p-value c_a	Student's T-test q-value c_a	Student's T-test Difference c_a	Student's T-test Test statistic c_a	Student's T-test p-value d_a	Student's T-test q-value d_a	Student's T-test Difference d_a	Student's T-test Test statistic d_a	Student's T-test p-value e_a	Student's T-test q-value e_a	Student's T-test Difference e_a	Student's T-test Test statistic e_a	Student's T-test p-value c_b	Student's T-test q-value c_b	Student's T-test Difference c_b	Student's T-test Test statistic c_b	Student's T-test p-value d_b	Student's T-test q-value d_b	Student's T-test Difference d_b	Student's T-test Test statistic d_b	Student's T-test p-value e_b	Student's T-test q-value e_b	Student's T-test Difference e_b	Student's T-test Test statistic e_b	Student's T-test p-value d_c	Student's T-test q-value d_c	Student's T-test Difference d_c	Student's T-test Test statistic d_c	Student's T-test p-value e_c	Student's T-test q-value e_c	Student's T-test Difference e_c	Student's T-test Test statistic e_c	Student's T-test p-value e_d	Student's T-test q-value e_d	Student's T-test Difference e_d	Student's T-test Test statistic e_d	Protein IDs	Majority protein IDs	Protein names	Gene names
27.21965	27.07643	27.19498	27.06466	26.90323	27.07071	26.90529	26.98999	27.04781	27.02232	26.83376	26.92626	26.95981	27.1032	26.79712	27.02981	27.0102	26.85591	26.81029	26.91308				+							e_a	5	5	5	11.1	11.1	11.1	74.89	0	23.78	2993700000	120	0.0227940260533051	0.155400516795866	-0.171623229980469	-3.04030208727674	0.0281904458142612	0.065031724137931	-0.181392669677734	-2.87639074463175	0.0726968797416247	0.0829204460966543	-0.166447639465332	-2.17363196289045	0.00625361039122753	0.00763008631319359	-0.241560459136963	-4.11465526874117	0.882064360762623	0.95178729281768	-0.00976943969726563	-0.154787722648713	0.948338890526472	0.953080103359173	0.00517559051513672	0.0675496622047455	0.278940743045162	0.276387340576287	-0.0699372291564941	-1.19014312934523	0.860736108735174	0.957560837176304	0.0149450302124023	0.183118611801814	0.391307720986823	0.498722939424032	-0.0601677894592285	-0.923635048804075	0.374440263268964	0.662157829839704	-0.0751128196716309	-0.95932620473721	Q15061	Q15061	WD repeat-containing protein 43	WDR43
25.07806	25.58167	25.3478	25.34773	25.3098	25.0115	25.13755	25.15623	25.29667	25.39146	25.40785	25.28606	25.42704	25.30281	25.08444	25.14297	25.19656	25.34398	25.42867	25.22582												5	5	5	11.7	11.7	11.7	74.423	0	11.05	857290000	32	0.173136018810912	0.489003161222339	-0.185047149658203	-1.5456904441368	0.952449618836992	0.97009731876862	0.00669193267822266	0.0621662325441026	0.469776810216061	0.447647297846404	-0.0994997024536133	-0.771350533245675	0.741885721329122	0.660253112033195	-0.0400600433349609	-0.34497350140987	0.0316787930598878	0.195342857142857	0.191739082336426	2.78757289790639	0.420319696392135	0.536459657701712	0.0855474472045898	0.864908091555877	0.125234839656522	0.14216	0.144987106323242	1.7808175107948	0.252519261096348	0.648634977578475	-0.106191635131836	-1.26578059472902	0.4815090040771	0.579623017671047	-0.0467519760131836	-0.750194532034321	0.552649291793472	0.772084705882353	0.0594396591186523	0.62880161120005	Q15067	Q15067	Peroxisomal acyl-coenzyme A oxidase 1	ACOX1
26.5037	26.5932	26.36005	26.49164	26.39524	26.4708	26.252	26.45516	26.34915	26.41841	26.45829	26.45725	26.42485	26.42998	26.32639	26.67721	26.29772	26.384	26.42928	26.30529				+							e_a	15	15	15	12.3	12.3	12.3	162.46	0	39.073	1926600000	129	0.223988312002966	0.536679111111111	-0.0938467979431152	-1.35573264684223	0.268559987473678	0.336487750556793	-0.0663723945617676	-1.2190854733471	0.80824662044735	0.780990291262136	-0.0225410461425781	-0.25363285814765	0.0602157493833704	0.0443828220858896	-0.133078575134277	-2.31064313308625	0.641319411699452	0.814409822184589	0.0274744033813477	0.490321661833934	0.457674477818504	0.563452336448598	0.0713057518005371	0.793564994963587	0.531457443019958	0.49963050977386	-0.0392317771911621	-0.663841218651991	0.599224348176622	0.871129186602871	0.0438313484191895	0.554587534504596	0.153220271360352	0.270179331306991	-0.0667061805725098	-1.63474401444126	0.222500089200521	0.521608177172061	-0.110537528991699	-1.36070131527152	Q15075	Q15075	Early endosome antigen 1	EEA1
30.86659	30.77156	30.84819	30.84999	30.71465	30.77431	30.88074	30.90211	30.81023	30.81688	30.66509	30.7574	30.70874	30.69893	30.75899	30.81841	30.6157	30.60337	30.70891	30.69868				+			+				e_a;e_b	14	14	14	41.1	41.1	41.1	48.121	0	281.47	38585000000	432	0.754045412071299	0.87079375	-0.0161299705505371	-0.328013747729658	0.130972774709567	0.190048351648352	-0.071678638458252	-1.74844040967075	0.0445570792677135	0.0582163120567376	-0.0878143310546875	-2.53203617476408	0.00218616640203656	0.00398006644518272	-0.17741584777832	-5.11629121519546	0.363746154825402	0.64233746898263	-0.0555486679077148	-0.982610016169845	0.218268439020872	0.354700399467377	-0.0716843605041504	-1.37499543629576	0.0212829710775819	0.0378697142857143	-0.161285877227783	-3.09384816318962	0.729349277232074	0.915285189718482	-0.0161356925964355	-0.362578458613655	0.0550550319941705	0.143251995438997	-0.105737209320068	-2.37617081964547	0.0601262902675981	0.286519031141869	-0.0896015167236328	-2.31172837604809	Q15084	Q15084	Protein disulfide-isomerase A6	PDIA6
27.71313	27.91399	27.79959	27.77838	27.85293	27.786	27.86744	27.78138	27.81623	27.84002	27.80335	27.66526	27.77008	27.65908	27.7731	27.74926	27.60731	27.61758	27.70537	27.79483							+				e_b	6	6	6	39.4	39.4	39.4	25.734	0	36.406	4830400000	128	0.678107732547655	0.835874947190537	0.0206685066223145	0.435969223873421	0.738994860921833	0.760327579875138	-0.0200552940368652	-0.349022089143533	0.249137407418863	0.244766961651917	-0.0633912086486816	-1.27595629203746	0.0948120341954631	0.0662200328407225	-0.119998931884766	-1.98161066309056	0.402952080788499	0.668353348729792	-0.0407238006591797	-0.899680867345042	0.0524842184343352	0.146869888475836	-0.0840597152709961	-2.41125369069015	0.0286910756884943	0.0465537190082645	-0.14066743850708	-2.86293823320722	0.398074795949603	0.764674918566775	-0.0433359146118164	-0.909649045179129	0.140615136748529	0.256148382004736	-0.0999436378479004	-1.69702917927045	0.312369514007681	0.616804453723034	-0.056607723236084	-1.10280383354876	Q15102	Q15102	Platelet-activating factor acetylhydrolase IB subunit gamma	PAFAH1B3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.9465	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												1	1	1	3.4	3.4	3.4	49.244	0.0091743	1.8121	10788000	2	1.0000001	1	0	0	1	0.932641040804258	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.931412211510371	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.924623150565709	NaN	0	1	0.838239749281797	NaN	0	1.0000001	1	0	0	Q15118	Q15118	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	PDK1
26.5996	26.70504	26.55551	26.4197	26.72286	26.65376	26.50305	26.30947	26.67828	26.61372	26.59007	26.2179	26.64306	26.72377	26.40837	26.19747	26.62296	26.48061	26.17701	26.3509												6	6	6	54.6	54.6	54.6	15.04	0	73.714	2055000000	93	0.842094287054109	0.918046444121916	-0.0226755142211914	-0.208020585508354	0.719983210786035	0.746972449739389	-0.0449705123901367	-0.375815157970907	0.584611428065523	0.553683333333333	-0.0767912864685059	-0.577490606262326	0.197311875966282	0.133191335740072	-0.162091255187988	-1.44973973197136	0.877502688888231	0.951119750086775	-0.0222949981689453	-0.160834100601474	0.731080821050027	0.775863653204891	-0.0541157722473145	-0.360139333381359	0.331211122586994	0.32264228367529	-0.139415740966797	-1.05697397956455	0.847197483867135	0.949826523297491	-0.0318207740783691	-0.201189553434249	0.437460999572524	0.540317580340265	-0.117120742797852	-0.831620621942322	0.595719684689187	0.794455073759499	-0.0852999687194824	-0.560050645454702	Q15121	Q15121	Astrocytic phosphoprotein PEA-15	PEA15
26.24204	26.42892	26.62045	26.16406	26.47886	26.58391	26.48298	26.20103	26.41796	26.49456	26.33793	26.19513	26.40324	26.58506	26.45372	26.19693	26.42573	26.33846	26.30398	26.24965												2	2	2	11.3	11.3	11.3	26.352	0	13.52	1841000000	59	0.59837508834104	0.788956402019275	0.0728297233581543	0.555909679275234	0.984291923886436	1	-0.00247097015380859	-0.0205226252600324	0.736285666002193	0.706176386913229	0.0458707809448242	0.352822203916474	0.76182057954946	0.683399862353751	-0.0344109535217285	-0.317226058432919	0.497025392580414	0.73182284851535	-0.0753006935119629	-0.722752417975645	0.822684770387194	0.844319777546055	-0.0269589424133301	-0.234108096847406	0.279085333914202	0.276500472143532	-0.107240676879883	-1.18974660170238	0.655174156168214	0.897225112107623	0.0483417510986328	0.469670044681177	0.68060136711819	0.73504347826087	-0.0319399833679199	-0.43233907557473	0.400194766693734	0.68123494687131	-0.0802817344665527	-0.905304911087217	Q15125	Q15125	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	EBP
25.49042	25.8521	25.73761	25.80016	25.90054	25.77044	25.95952	25.65796	25.85588	NaN	25.78462	25.60229	25.68475	25.28408	25.49192	25.5864	25.71051	NaN	25.59466	25.52253												5	5	5	27.6	27.6	27.6	21.995	0	32.612	1099100000	48	0.367366655022613	0.658139232270657	0.102045059204102	0.974667636531935	0.818551452216564	0.832748414376321	0.0275271733601876	0.241783226064889	0.125673233463361	0.129491315136476	-0.2082839012146	-1.77829301728596	0.3403470685409	0.246961538461538	-0.11083761850993	-1.0534746275352	0.497079315601386	0.731527162977867	-0.0745178858439139	-0.731896703466872	0.0292179457337522	0.10664427480916	-0.310328960418701	-2.84905121533688	0.0686830988125088	0.0866018237082067	-0.212882677714031	-2.31261291477809	0.104969494990839	0.448899550224888	-0.235811074574787	-1.97707819271701	0.212100690023021	0.335053333333333	-0.138364791870117	-1.48347889290284	0.420396180051724	0.695961098398169	0.09744628270467	0.87745234166473	Q15126	Q15126	Phosphomevalonate kinase	PMVK
33.76604	33.71405	33.74815	33.77274	33.67177	33.67146	33.69167	33.71477	33.63082	33.6041	33.62025	33.68614	33.60709	33.58453	33.62614	33.64194	33.5607	33.55225	33.60499	33.59924		+	+	+		+	+				c_a;d_a;d_b;e_a;e_b	225	225	224	49.1	49.1	48.9	531.78	0	323.31	289210000000	4862	0.0093037154453096	0.0818630136986301	-0.062830924987793	-3.76862727525917	0.00202662207166759	0.0088023598820059	-0.114917755126953	-5.19398642871442	0.000291507283417801	0.0013953488372093	-0.135321617126465	-7.49558367449706	9.69372270331479E-05	0.000382089552238806	-0.170955657958984	-9.13253041886415	0.0444432034298214	0.232875255623722	-0.0520868301391602	-2.5339325033149	0.00408287735180151	0.0267557840616967	-0.0724906921386719	-4.50483213773551	0.000672992909179336	0.00268257756563246	-0.108124732971191	-6.42244659087349	0.383194069337847	0.752999331997328	-0.0204038619995117	-0.940651294914417	0.0453650281010103	0.125955773955774	-0.0560379028320313	-2.51872721852506	0.0980433025339232	0.359333333333333	-0.0356340408325195	-1.95743394933013	Q15149;P58107	Q15149	Plectin	PLEC
27.26302	27.29404	27.32594	27.29509	27.13389	27.25881	27.40844	27.39974	27.0701	27.18073	27.1277	27.28806	26.92999	27.13731	27.4124	27.42069	27.11068	27.16019	27.40811	27.37758												8	8	8	33.1	33.1	33.1	39.38	0	110.31	3459600000	137	0.934491238528697	0.968143865546219	0.00569438934326172	0.0857024840749459	0.0375875663984144	0.0797577255871446	-0.127875804901123	-2.65873294082463	0.581070993172355	0.54969715370019	-0.069425106048584	-0.583089880633944	0.704400018343157	0.618000699545296	-0.0303831100463867	-0.398007245500517	0.145980310640021	0.434644444444444	-0.133570194244385	-1.66988579178142	0.598386651572583	0.675470612412659	-0.0751194953918457	-0.555891670167216	0.729498302990289	0.681550624133148	-0.0360774993896484	-0.362368438026468	0.661845160188787	0.896944099378882	0.0584506988525391	0.459806759117665	0.312239924121937	0.426220994475138	0.0974926948547363	1.1031268808378	0.790088908087829	0.896525966850829	0.0390419960021973	0.27834816322182	Q15165	Q15165	Serum paraoxonase/arylesterase 2	PON2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.82528	NaN	NaN												2	2	2	5.6	5.6	5.6	56.193	0.0068158	2.015	47870000	1	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.833740450026164	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.832813295247988	NaN	0	1.0000001	1	0	0	1	0.83802088772846	NaN	0	1	0.834553566796368	NaN	0	Q15172	Q15172	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform	PPP2R5A
29.71833	29.69259	29.75374	29.75681	29.68616	29.66233	29.83504	29.76882	29.61467	29.66416	29.5681	29.62221	29.63863	29.63029	29.74999	29.62036	29.58181	29.64475	29.67356	29.61751		+		+							c_a;e_a	19	19	19	73	73	73	32.66	0	161.74	18707000000	479	0.861627624379828	0.925697616506581	0.00771856307983398	0.181931148875637	0.00395938320927144	0.017238578680203	-0.113081455230713	-4.53374971289432	0.0829232753097205	0.0906959603118356	-0.0705480575561523	-2.07835510833521	0.00662779499233815	0.00784447144592953	-0.100960731506348	-4.06302738003651	0.0340094086237043	0.204841121495327	-0.120800018310547	-2.7339049692608	0.167274795882288	0.30004542013626	-0.0782666206359863	-1.57084341607911	0.0489511118566477	0.0681465076660988	-0.108679294586182	-2.46253058297192	0.283561680573268	0.672052674897119	0.0425333976745605	1.1775569920321	0.677518758579977	0.733495026778883	0.0121207237243652	0.436827579538585	0.431288272647253	0.701844083006169	-0.0304126739501953	-0.843495387558194	Q15181	Q15181	Inorganic pyrophosphatase	PPA1
27.25395	27.34367	27.33892	27.18811	27.30982	27.30287	27.3601	27.30191	27.30574	27.25593	27.18886	27.2787	27.17112	27.24118	27.24146	27.19065	27.25961	27.1419	27.07674	26.99766				+		+	+				d_b;e_a;e_b	6	6	6	36.9	36.9	36.9	18.697	0	21.962	3334400000	100	0.381868348452712	0.666492424242424	0.0375099182128906	0.943458055781899	0.613888082238685	0.664594616311772	-0.0238542556762695	-0.531924851020865	0.140883818958116	0.141741176470588	-0.0700602531433105	-1.69564621177152	0.0511542410110669	0.0386701097482247	-0.162185192108154	-2.43011781395434	0.0755600093979215	0.326346405228758	-0.0613641738891602	-2.14563685194609	0.00317593385311971	0.0230991957104558	-0.107570171356201	-4.74472312035364	0.0128738748884318	0.0280898282694848	-0.199695110321045	-3.49695837313045	0.183388330428709	0.583632743362832	-0.046205997467041	-1.50356186441858	0.0630772090012117	0.158240352811466	-0.138330936431885	-2.27678770719643	0.164544830220781	0.457229826353422	-0.0921249389648438	-1.58284497560539	Q15185	Q15185	Prostaglandin E synthase 3	PTGES3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.87886												2	2	2	5.8	5.8	5.8	54.19	0	4.4806	388230000	20	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.833522364635103	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.832597092419522	NaN	0	1.0000001	1	0	0	1	0.837802140433307	NaN	0	1	0.834337136929461	NaN	0	Q15208	Q15208	Serine/threonine-protein kinase 38	STK38
29.85151	29.86505	29.86862	29.74953	29.76863	29.77935	29.82672	29.81995	29.84289	29.78241	29.76177	29.72621	29.82352	29.76174	29.79266	29.7341	29.7505	29.77348	29.70433	29.73688				+			+				e_a;e_b	17	16	16	49.3	47.6	47.6	54.231	0	184.72	21984000000	543	0.312769346289108	0.624827988338192	-0.0350155830383301	-1.10180781722203	0.18926611629369	0.255416931890516	-0.0553569793701172	-1.48039292114179	0.155258222003807	0.156429468874929	-0.0556731224060059	-1.62513958910535	0.0270557766099785	0.021946117274168	-0.092379093170166	-2.90785969001576	0.500995175680917	0.733396	-0.0203413963317871	-0.715825073073366	0.425018444056355	0.540038872691934	-0.0206575393676758	-0.855685315614493	0.030996772488011	0.049875	-0.0573635101318359	-2.80408271335421	0.992234538399567	0.998738704581359	-0.000316143035888672	-0.0101449595726289	0.240211749737303	0.359010618363523	-0.0370221138000488	-1.30341155907452	0.178981398859953	0.474282375851996	-0.0367059707641602	-1.5213927392024	Q15233	Q15233	Non-POU domain-containing octamer-binding protein	NONO
26.95527	26.90701	26.99916	26.82031	26.89099	26.83207	27.1756	26.69975	26.92626	26.99389	26.81958	26.82699	26.92275	26.89885	26.92366	26.88809	26.76572	26.72975	26.76433	26.54025				+							e_a	6	6	6	24.9	24.9	24.9	40.667	0	19.11	2581100000	96	0.852551405893326	0.923213515456506	-0.0208353996276855	-0.19403457461619	0.630366619871523	0.679676880222841	-0.0287594795227051	-0.506814890017666	0.76868470297455	0.738657293497364	-0.0121021270751953	-0.307737524678777	0.0157449471975966	0.0141445562671546	-0.220427513122559	-3.33315237399168	0.944253279965181	0.984179360369271	-0.00792407989501953	-0.072902459488614	0.933712879256851	0.939889322916667	0.00873327255249023	0.0867237440267124	0.130201644783808	0.147675943104515	-0.199592113494873	-1.75270991814242	0.710477576742366	0.907268799335272	0.0166573524475098	0.389326300995245	0.0308165325267853	0.0951222222222222	-0.191668033599854	-2.80851108350566	0.0088252235523517	0.1112	-0.208325386047363	-3.81371334053734	Q15257	Q15257	Serine/threonine-protein phosphatase 2A activator	PPP2R4
24.86698	24.88716	24.73593	24.81939	24.87947	24.67314	24.65283	24.81363	24.76334	24.57508	24.72198	24.75348	24.82987	NaN	24.68357	24.41609	24.72962	24.79803	24.41622	24.56784												3	3	3	3.6	3.6	3.6	102.45	0	6.8426	569730000	29	0.302090756790283	0.619738934733683	-0.0725975036621094	-1.128782225173	0.0657103276417065	0.116311023622047	-0.123894691467285	-2.24701417367082	0.151515070769845	0.152025331030512	-0.184186617533367	-1.69156706226398	0.072969680632409	0.0533527357392317	-0.199435710906982	-2.17091615794897	0.491933703407083	0.72744157814871	-0.0512971878051758	-0.731692392138894	0.396324476713171	0.521104008117707	-0.111589113871258	-0.927308350306482	0.258220033343575	0.258682855755221	-0.126838207244873	-1.24889575144166	0.618862521096015	0.87868846333489	-0.0602919260660819	-0.529894356045967	0.461341563375636	0.560435223605348	-0.0755410194396973	-0.786790534856809	0.919333856627563	0.963692715231788	-0.0152490933736154	-0.106490503272616	Q15269	Q15269	Periodic tryptophan protein 2 homolog	PWP2
NaN	23.83605	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												3	3	3	5.2	5.2	5.2	99.289	0.0035858	2.4858	184810000	7	1	0.924470171293562	NaN	0	1	0.932365356192728	NaN	0	1	0.921344195519348	NaN	0	1	0.833304393305439	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	Q15276	Q15276	Rab GTPase-binding effector protein 1	RABEP1
26.57903	26.62115	26.72104	26.3273	26.65472	26.69046	26.78581	26.70213	26.7415	26.58506	26.59007	26.54354	26.5577	26.54405	26.25142	26.53765	26.61203	26.52046	26.50641	26.29							+				e_b	5	5	5	23.3	23.3	23.3	34.208	0	55.172	2115200000	82	0.148673539518487	0.457816091954023	0.146153450012207	1.6566213119725	0.595186098829664	0.650022031823746	0.0529117584228516	0.560884029307778	0.453840930546557	0.433035449299258	-0.0894198417663574	-0.800688329053856	0.487406885184602	0.388182160331201	-0.079899787902832	-0.739693490247278	0.120356785944503	0.401790523690773	-0.0932416915893555	-1.80950919819233	0.0244762178746779	0.0976607431340872	-0.235573291778564	-2.98505222293441	0.0219564496053804	0.0380816326530612	-0.226053237915039	-3.06948790035382	0.147803967770067	0.533070351758794	-0.142331600189209	-1.66087857259513	0.151627134770182	0.267884234577304	-0.132811546325684	-1.64233780742465	0.927659132621343	0.96762261669954	0.00952005386352539	0.0946703637775169	Q15287	Q15287	RNA-binding protein with serine-rich domain 1	RNPS1
28.61999	28.47429	28.70438	28.70243	28.34769	28.33901	28.68649	28.58129	28.4241	28.4293	28.42246	28.5073	28.25413	28.32629	28.5602	28.57098	28.21085	28.28529	28.55541	28.56943												11	11	11	43.2	43.2	43.2	38.89	0	89.255	8062100000	200	0.229120663063882	0.544446789797713	-0.136653900146484	-1.3388228527763	0.0209901475907642	0.0562211690363349	-0.179483413696289	-3.10470290085602	0.0887618289832426	0.0959666435024323	-0.197374820709229	-2.02920204909005	0.084895722293257	0.0596518809657496	-0.220027923583984	-2.0613665836214	0.647404948763004	0.816020168067227	-0.0428295135498047	-0.481222316726506	0.62664712439297	0.697958232931727	-0.0607209205627441	-0.512450915835107	0.533935891258646	0.501096330275229	-0.0833740234375	-0.65969798940211	0.837337952213107	0.950355846042121	-0.0178914070129395	-0.214397447276032	0.682303820094886	0.735901027788352	-0.0405445098876953	-0.42986440312967	0.859422187344635	0.932402777777778	-0.0226531028747559	-0.184869249004862	Q15293	Q15293	Reticulocalbin-1	RCN1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												1	1	1	1.7	1.7	1.7	76.063	0.0079983	1.8978	0	1	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	Q15311	Q15311	RalA-binding protein 1	RALBP1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.49468	NaN	NaN	NaN												2	2	2	10.9	10.9	10.9	22.761	0	11.272	33530000	14	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.833086535947712	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.832381001816766	NaN	0	1.0000001	1	0	0	1	0.837583507306889	NaN	0	1	0.834120819289603	NaN	0	Q15363	Q15363	Transmembrane emp24 domain-containing protein 2	TMED2
29.63398	29.73831	29.82434	29.54027	29.65345	29.51002	29.67334	29.67571	29.67637	29.72602	29.56351	29.75797	29.60505	29.52699	29.68005	29.6591	29.47589	29.45711	29.6039	29.64229												10	8	8	59.3	50.6	50.6	37.497	0	288.14	18532000000	358	0.473880537329931	0.719701075268817	-0.0560946464538574	-0.763909197484922	0.966783275847833	0.986376315789474	-0.00325775146484375	-0.0434100461726489	0.383012752588014	0.365744386873921	-0.0664267539978027	-0.941034726315642	0.120350348288618	0.0845729005667182	-0.139425754547119	-1.80954781462172	0.399115244192673	0.665559045956952	0.0528368949890137	0.907514817226873	0.85006107657963	0.865860020484807	-0.0103321075439453	-0.197361191521736	0.219454176687484	0.225421810699589	-0.0833311080932617	-1.37096498547258	0.291219376503879	0.680433656957929	-0.063169002532959	-1.15708055673603	0.0729716236023287	0.172692946058091	-0.136168003082275	-2.1708968526467	0.249917131453348	0.555082334132694	-0.0729990005493164	-1.27359941482028	Q15365	Q15365	Poly(rC)-binding protein 1	PCBP1
30.18471	30.05582	30.21697	30.27386	30.07839	30.137	30.12485	30.28295	30.03996	29.96761	30.1246	30.18754	29.98373	30.08727	30.09169	30.11905	29.9955	29.99281	30.0414	30.19084												11	11	9	42.2	42.2	33.7	38.58	0	172.69	25750000000	338	0.687059315057001	0.841261834939254	-0.0270442962646484	-0.422967545435431	0.173765894764685	0.237490144546649	-0.102912425994873	-1.54303540477931	0.0866693390051688	0.0936785964912281	-0.112405776977539	-2.04642997520202	0.0994982802146096	0.0694256354786371	-0.127703189849854	-1.94680820014553	0.289814988271708	0.582810108303249	-0.0758681297302246	-1.16080120962401	0.160359982221845	0.292947368421053	-0.0853614807128906	-1.6016149315462	0.168159593047888	0.18129465301479	-0.100658893585205	-1.56699346621869	0.872248865464147	0.959708377146863	-0.00949335098266602	-0.167806397764461	0.724005659131228	0.766382602285293	-0.0247907638549805	-0.370121337393883	0.791253748725388	0.897814432989691	-0.0152974128723145	-0.276756934083292	Q15366;P57721	Q15366	Poly(rC)-binding protein 2	PCBP2
28.64757	28.52835	28.76164	28.5519	28.31868	28.31553	28.67084	28.63423	28.37977	28.3654	28.38014	28.57989	28.37799	28.26812	28.44	28.3777	28.29951	28.27711	28.5427	28.47873			+	+							d_a;e_a	4	4	4	42	42	42	12.473	0	54.858	8547000000	219	0.26036573244155	0.581950248756219	-0.13754415512085	-1.24262508254784	0.0377640696318463	0.0795479115479115	-0.196064949035645	-2.6552250629551	0.00707371533312384	0.0169415692821369	-0.256412982940674	-4.00560158570632	0.0386134799745582	0.0300617110799439	-0.222852230072021	-2.6385845181754	0.61333330257521	0.799529925731761	-0.0585207939147949	-0.532776668111875	0.294443633420646	0.43089953271028	-0.118868827819824	-1.14859583112052	0.494249412649665	0.467272442179537	-0.0853080749511719	-0.727618747441087	0.371814407039952	0.741892443839346	-0.0603480339050293	-0.964994470322433	0.758808392519429	0.798764004336827	-0.026787281036377	-0.321400228945776	0.669325098576242	0.833298187808896	0.0335607528686523	0.448807014324358	Q15369	Q15369	Transcription elongation factor B polypeptide 1	TCEB1
28.61094	28.49869	28.65779	28.48258	28.32255	28.53275	28.59879	28.33194	28.39864	28.33138	28.30417	28.34955	28.41603	28.39828	28.46069	28.40665	28.34087	28.28674	28.29149	28.39787		+	+	+							c_a;d_a;e_a	8	8	8	52.5	52.5	52.5	13.133	0	81.951	7773700000	165	0.207700105787286	0.523718837863168	-0.115994930267334	-1.41182547204853	0.00370368324215086	0.0150284237726098	-0.216564178466797	-4.59699830949382	0.0194740728629049	0.0323388235294118	-0.142088413238525	-3.16367722099436	0.00343806193986492	0.00530780559646539	-0.233255386352539	-4.66814568856453	0.217224226319233	0.514577623590633	-0.100569248199463	-1.37856131069767	0.727863182491277	0.773581878945414	-0.0260934829711914	-0.364673798954752	0.168149689978421	0.181381900967558	-0.117260456085205	-1.56703645041865	0.0219763683451943	0.197337386018237	0.0744757652282715	3.06877985509411	0.627867567175385	0.694420047732697	-0.0166912078857422	-0.510599622786205	0.0211893946356959	0.166242105263158	-0.0911669731140137	-3.09729919143491	Q15370	Q15370	Transcription elongation factor B polypeptide 2	TCEB2
