Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 11_pTa	Peptides 12_pT2+	Peptides 15_pT2+	Peptides 16_pTa	Peptides 17_pT2+	Peptides 19_pTa	Peptides 3_pTa	Peptides 9_pT2+	Razor + unique peptides 11_pTa	Razor + unique peptides 12_pT2+	Razor + unique peptides 15_pT2+	Razor + unique peptides 16_pTa	Razor + unique peptides 17_pT2+	Razor + unique peptides 19_pTa	Razor + unique peptides 3_pTa	Razor + unique peptides 9_pT2+	Unique peptides 11_pTa	Unique peptides 12_pT2+	Unique peptides 15_pT2+	Unique peptides 16_pTa	Unique peptides 17_pT2+	Unique peptides 19_pTa	Unique peptides 3_pTa	Unique peptides 9_pT2+	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 11_pTa	Identification type 12_pT2+	Identification type 15_pT2+	Identification type 16_pTa	Identification type 17_pT2+	Identification type 19_pTa	Identification type 3_pTa	Identification type 9_pT2+	Sequence coverage 11_pTa [%]	Sequence coverage 12_pT2+ [%]	Sequence coverage 15_pT2+ [%]	Sequence coverage 16_pTa [%]	Sequence coverage 17_pT2+ [%]	Sequence coverage 19_pTa [%]	Sequence coverage 3_pTa [%]	Sequence coverage 9_pT2+ [%]	Intensity	Intensity 11_pTa	Intensity 12_pT2+	Intensity 15_pT2+	Intensity 16_pTa	Intensity 17_pT2+	Intensity 19_pTa	Intensity 3_pTa	Intensity 9_pT2+	LFQ intensity 11_pTa	LFQ intensity 12_pT2+	LFQ intensity 15_pT2+	LFQ intensity 16_pTa	LFQ intensity 17_pT2+	LFQ intensity 19_pTa	LFQ intensity 3_pTa	LFQ intensity 9_pT2+	MS/MS count 11_pTa	MS/MS count 12_pT2+	MS/MS count 15_pT2+	MS/MS count 16_pTa	MS/MS count 17_pT2+	MS/MS count 19_pTa	MS/MS count 3_pTa	MS/MS count 9_pT2+	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|A5YKK6|CNOT1_HUMANCCR4-NOTtranscriptioncomplexsubunit1OS=HomosapiensGN=CNOT1PE=1SV=2	sp|A5YKK6|CNOT1_HUMANCCR4-NOTtranscriptioncomplexsubunit1OS=HomosapiensGN=CNOT1PE=1SV=2	3	3	3		1	3	3	3	0	1	1	1	2	0	2	0	0	1	1	1	2	0	2	0	0	1	1	1	2	0	2	0	1.3	1.3	1.3	266.94	2376	2376	0	11.741		By MS/MS	By matching	By MS/MS	By MS/MS		By matching		0	0.4	0.4	0.4	0.9	0	0.9	0	2157500	0	154620	246240	649370	864790	0	242500	0	0	0	0	0	646010	0	248740	0	0	1	0	1	2	0	0	0	4				28	12239;14362;18681	True;True;True	12470;14633;19031	63237;73496;73497;73498;73499;96394;96395	149498;172166;172167;230521	149498;172167;230521		
sp|A6NDB9|PALM3_HUMANParalemmin-3OS=HomosapiensGN=PALM3PE=1SV=2	sp|A6NDB9|PALM3_HUMANParalemmin-3OS=HomosapiensGN=PALM3PE=1SV=2	6	6	6		1	6	6	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	13.1	13.1	13.1	71.695	673	673	0	14.149							By MS/MS		0	0	0	0	0	0	13.1	0	6123900	0	0	0	0	0	0	6123900	0	0	0	0	0	0	0	6123900	0	0	0	0	0	0	0	7	0	7				29	1365;5772;8450;13258;16541;17387	True;True;True;True;True;True	1391;5880;8594;13508;16856;17724	6999;29842;43369;68276;85156;89925	16578;16579;68437;68438;101688;160468;201937;215518	16578;68438;101688;160468;201937;215518		
sp|A6NHQ2|FBLL1_HUMANrRNA/tRNA2'-O-methyltransferasefibrillarin-likeprotein1OS=HomosapiensGN=FBLL1PE=3SV=2	sp|A6NHQ2|FBLL1_HUMANrRNA/tRNA2'-O-methyltransferasefibrillarin-likeprotein1OS=HomosapiensGN=FBLL1PE=3SV=2	2	1	1		1	2	1	1	2	1	2	2	2	0	2	2	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	6.6	3.3	3.3	34.803	334	334	0.001845	3.1326	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	6.6	3.3	6.6	6.6	6.6	0	6.6	6.6	16948000	3763700	0	1909500	2544300	4729800	0	1001200	2999100	0	0	0	0	0	0	0	2498300	5	0	4	6	8	0	1	5	29				30	8282;15788	False;True	8425;16093	42533;42534;42535;42536;42537;42538;42539;80947;80948;80949;80950;80951;80952	99662;99663;99664;99665;99666;99667;99668;99669;99670;189533;189534;189535;189536;189537;189538;189539;189540;189541;189542;189543;189544;189545;189546;189547;189548;189549;189550;189551;189552;189553;189554;189555;189556;189557;189558;189559;189560;189561	99668;189557		
sp|A6NMB1|SIG16_HUMANSialicacid-bindingIg-likelectin16OS=HomosapiensGN=SIGLEC16PE=2SV=3	sp|A6NMB1|SIG16_HUMANSialicacid-bindingIg-likelectin16OS=HomosapiensGN=SIGLEC16PE=2SV=3	1	1	1		1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1.5	1.5	1.5	52.991	481	481	0.0081685	2.4301	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	1.5	1.5	1.5	1.5	1.5	1.5	0	1.5	70645000	19533000	3709900	5437700	6642000	3827700	0	0	31495000	0	0	0	0	0	0	0	26236000	1	4	2	1	2	1	0	2	13				31	16126	True	16434	82661;82662;82663;82664;82665;82666;82667	193521;193522;193523;193524;193525;193526;193527;193528;193529;193530;193531;193532;193533	193521		
sp|A8K2U0|A2ML1_HUMANAlpha-2-macroglobulin-likeprotein1OS=HomosapiensGN=A2ML1PE=1SV=3	sp|A8K2U0|A2ML1_HUMANAlpha-2-macroglobulin-likeprotein1OS=HomosapiensGN=A2ML1PE=1SV=3	13	13	13		1	13	13	13	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	12	12	12	161.1	1454	1454	0	47.947		By MS/MS							0	12	0	0	0	0	0	0	22506000	0	22506000	0	0	0	0	0	0	0	24952000	0	0	0	0	0	0	0	28	0	0	0	0	0	0	28				32	516;1456;1488;4848;5819;7712;8358;11002;13917;14844;15359;17565;18078	True;True;True;True;True;True;True;True;True;True;True;True;True	526;1483;1515;4939;5927;7841;8501;11186;14175;15127;15655;17903;18423	2626;7500;7501;7690;25178;30045;39621;42892;56621;71354;76035;78657;90751;93293	5986;5987;5988;5989;17489;17490;17491;18065;18066;18067;18068;56891;56892;68868;92669;100326;100327;100328;133194;167856;177557;184064;184065;184066;217465;217466;217467;223814	5986;17490;18066;56892;68868;92669;100327;133194;167856;177557;184065;217466;223814		
sp|P62308|RUXG_HUMANSmallnuclearribonucleoproteinGOS=HomosapiensGN=SNRPGPE=1SV=1;sp|A8MWD9|RUXGL_HUMANPutativesmallnuclearribonucleoproteinG-likeprotein15OS=HomosapiensGN=SNRPGP15PE=5SV=2	sp|P62308|RUXG_HUMANSmallnuclearribonucleoproteinGOS=HomosapiensGN=SNRPGPE=1SV=1;sp|A8MWD9|RUXGL_HUMANPutativesmallnuclearribonucleoproteinG-likeprotein15OS=HomosapiensGN=SNRPGP15PE=5SV=2	2;2	2;2	2;2	;	2	2	2	2	2	0	2	2	2	0	1	2	2	0	2	2	2	0	1	2	2	0	2	2	2	0	1	2	25	25	25	8.496	76	76;76	0	9.7903	By MS/MS		By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	25	0	25	25	25	0	15.8	25	8597500	2797400	0	1168300	1383200	917820	0	634270	1696500	2737400	0	1369100	1103100	618360	0	0	1055400	5	0	5	2	1	0	3	2	18				33	6175;7040	True;True	6285;7159	31791;31792;31793;31794;31795;31796;36112;36113;36114;36115;36116	72378;72379;72380;72381;72382;72383;72384;72385;72386;72387;72388;72389;83942;83943;83944;83945;83946;83947	72383;83943		
sp|A8MWS1|KI3P1_HUMANPutativekillercellimmunoglobulin-likereceptorlikeproteinKIR3DP1OS=HomosapiensGN=KIR3DP1PE=2SV=2	sp|A8MWS1|KI3P1_HUMANPutativekillercellimmunoglobulin-likereceptorlikeproteinKIR3DP1OS=HomosapiensGN=KIR3DP1PE=2SV=2	2	2	2		1	2	2	2	1	0	2	2	0	1	0	0	1	0	2	2	0	1	0	0	1	0	2	2	0	1	0	0	5.5	5.5	5.5	36.055	328	328	0.0022523	2.8914	By matching		By matching	By MS/MS		By matching			3.7	0	5.5	5.5	0	3.7	0	0	11444000	602400	0	1523700	8483700	0	834520	0	0	0	0	1625700	6776000	0	0	0	0	0	0	0	3	0	0	0	0	3				34	471;5049	True;True	480;5145	2401;2402;2403;2404;26192;26193	5522;5523;59949	5522;59949		
sp|B0FP48|UPK3L_HUMANUroplakin-3b-likeproteinOS=HomosapiensGN=UPK3BLPE=2SV=1	sp|B0FP48|UPK3L_HUMANUroplakin-3b-likeproteinOS=HomosapiensGN=UPK3BLPE=2SV=1	7	7	7		1	7	7	7	7	0	0	4	0	1	0	5	7	0	0	4	0	1	0	5	7	0	0	4	0	1	0	5	30	30	30	28.385	263	263	0	122.55	By MS/MS			By MS/MS		By MS/MS		By MS/MS	30	0	0	18.6	0	3	0	24.3	116590000	81697000	0	0	6490000	0	627440	0	27771000	56692000	0	0	12676000	0	0	0	29830000	29	0	0	4	0	2	0	18	53				35	5010;6295;6651;7436;10748;14921;18822	True;True;True;True;True;True;True	5104;5105;6405;6765;7560;10930;15204;19175	26000;26001;26002;26003;26004;32329;34151;34152;34153;38128;38129;38130;38131;55342;55343;76434;76435;76436;97130;97131	59590;59591;59592;59593;59594;59595;59596;59597;59598;59599;59600;59601;59602;73565;73566;73567;79046;79047;79048;79049;79050;79051;88427;88428;88429;88430;88431;88432;88433;88434;130422;130423;130424;178556;178557;178558;178559;178560;178561;178562;178563;178564;178565;178566;178567;232567;232568;232569;232570;232571;232572;232573;232574;232575	59597;73567;79048;88431;130423;178562;232573	3	168
sp|Q99613|EIF3C_HUMANEukaryotictranslationinitiationfactor3subunitCOS=HomosapiensGN=EIF3CPE=1SV=1;sp|B5ME19|EIFCL_HUMANEukaryotictranslationinitiationfactor3subunitC-likeproteinOS=HomosapiensGN=EIF3CLPE=3SV=1	sp|Q99613|EIF3C_HUMANEukaryotictranslationinitiationfactor3subunitCOS=HomosapiensGN=EIF3CPE=1SV=1;sp|B5ME19|EIFCL_HUMANEukaryotictranslationinitiationfactor3subunitC-likeproteinOS=HomosapiensGN=EIF3CLPE=3SV=1	12;12	12;12	12;12	;	2	12	12	12	8	5	6	9	9	3	4	8	8	5	6	9	9	3	4	8	8	5	6	9	9	3	4	8	15	15	15	105.34	913	913;914	0	39.292	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	10	5.5	7.1	10.8	11.2	3.7	5	9	45464000	5078400	4007800	5835100	12663000	9573700	766330	2455100	5084400	3963200	5883400	5146500	7566200	6866900	3738300	4363800	3093800	3	9	5	12	12	2	3	5	51				36	1939;3859;4656;5501;6419;7683;9753;10437;12995;15189;15308;17893	True;True;True;True;True;True;True;True;True;True;True;True	1975;3928;4742;5605;6531;7812;9917;10613;13239;15477;15603;18236	9830;9831;9832;9833;20254;20255;20256;20257;24093;24094;24095;24096;24097;24098;28457;28458;28459;28460;28461;32895;32896;32897;39490;50529;50530;50531;50532;50533;50534;50535;53845;53846;53847;53848;66903;66904;66905;66906;77771;77772;77773;78389;78390;78391;78392;78393;92426;92427;92428;92429;92430;92431;92432	22463;22464;22465;46069;46070;46071;46072;54212;54213;54214;54215;54216;54217;54218;54219;54220;54221;54222;54223;65392;65393;65394;65395;65396;74729;74730;74731;74732;92400;119808;119809;119810;119811;119812;127278;127279;127280;157420;181946;181947;183437;183438;222024;222025;222026;222027;222028;222029;222030;222031;222032;222033;222034;222035;222036;222037;222038;222039	22465;46070;54217;65396;74729;92400;119810;127278;157420;181947;183438;222038		
sp|B9A064|IGLL5_HUMANImmunoglobulinlambda-likepolypeptide5OS=HomosapiensGN=IGLL5PE=2SV=2;sp|P0CG04|LAC1_HUMANIglambda-1chainCregionsOS=HomosapiensGN=IGLC1PE=1SV=1	sp|B9A064|IGLL5_HUMANImmunoglobulinlambda-likepolypeptide5OS=HomosapiensGN=IGLL5PE=2SV=2;sp|P0CG04|LAC1_HUMANIglambda-1chainCregionsOS=HomosapiensGN=IGLC1PE=1SV=1	5;4	2;1	2;1	;	2	5	2	2	4	4	5	3	5	4	3	4	1	2	2	1	2	1	0	2	1	2	2	1	2	1	0	2	36	12.6	12.6	23.063	214	214;106	0.001503	4.2673	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	32.2	26.6	36	17.8	36	27.1	23.4	26.6	23378000	1740600	1210000	2209900	734340	2066800	2192600	0	13223000	0	1665500	2228700	0	1927700	0	0	10450000	6	4	6	0	0	8	0	6	30				37	1064;1391;15067;17719;18179	True;False;False;True;False	1088;1417;15351;18059;18525	5499;5500;5501;5502;5503;7175;7176;7177;7178;7179;7180;7181;77124;77125;77126;77127;77128;77129;77130;77131;77132;77133;77134;77135;77136;77137;77138;91526;91527;91528;91529;91530;91531;93745;93746;93747;93748;93749;93750;93751;93752	13101;13102;13103;13104;13105;13106;13107;13108;13109;13110;13111;13112;13113;13114;13115;13116;13117;16985;16986;16987;16988;16989;16990;16991;16992;16993;16994;16995;16996;16997;16998;16999;180184;180185;180186;180187;180188;180189;180190;180191;180192;180193;180194;180195;180196;180197;180198;180199;180200;180201;180202;180203;180204;180205;180206;180207;180208;180209;180210;180211;180212;180213;180214;180215;180216;180217;180218;180219;180220;180221;180222;180223;180224;180225;180226;180227;180228;180229;180230;180231;180232;180233;180234;180235;180236;180237;180238;180239;180240;180241;180242;180243;180244;180245;180246;180247;180248;180249;180250;180251;180252;180253;180254;180255;180256;180257;180258;180259;180260;180261;180262;180263;180264;180265;219229;219230;219231;219232;219233;219234;219235;219236;219237;219238;219239;219240;219241;219242;219243;224716;224717;224718;224719;224720;224721;224722;224723;224724;224725;224726;224727;224728;224729;224730;224731;224732;224733;224734;224735;224736;224737;224738;224739;224740;224741;224742;224743;224744;224745;224746;224747;224748;224749;224750;224751;224752;224753;224754;224755;224756;224757;224758;224759;224760;224761;224762;224763;224764;224765;224766;224767;224768;224769;224770;224771;224772;224773;224774;224775;224776;224777;224778;224779;224780;224781;224782;224783;224784;224785;224786;224787	13114;16992;180234;219229;224778		
sp|Q13765|NACA_HUMANNascentpolypeptide-associatedcomplexsubunitalphaOS=HomosapiensGN=NACAPE=1SV=1;sp|E9PAV3|NACAM_HUMANNascentpolypeptide-associatedcomplexsubunitalpha,muscle-specificformOS=HomosapiensGN=NACAPE=1SV=1;sp|Q9BZK3|NACP1_HUMANPutativenascentpolypeptide-associatedcomplexsubunitalpha-likeproteinOS=HomosapiensGN=NACAP1PE=5SV=1	sp|Q13765|NACA_HUMANNascentpolypeptide-associatedcomplexsubunitalphaOS=HomosapiensGN=NACAPE=1SV=1;sp|E9PAV3|NACAM_HUMANNascentpolypeptide-associatedcomplexsubunitalpha,muscle-specificformOS=HomosapiensGN=NACAPE=1SV=1	4;4;1	4;4;1	4;4;1	;	3	4	4	4	4	4	3	4	3	3	4	3	4	4	3	4	3	3	4	3	4	4	3	4	3	3	4	3	25.6	25.6	25.6	23.384	215	215;2078;213	0	120.16	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.6	25.6	19.1	25.6	19.1	19.5	25.6	19.1	77060000	11788000	9742300	5617200	15527000	14430000	2436100	8236800	9282300	8571500	9558800	7898100	10260000	12912000	6899300	7300800	9245400	14	16	8	24	16	10	13	12	113				38	2320;7288;12136;14610	True;True;True;True	2361;7410;12366;14889	11656;11657;11658;11659;11660;11661;11662;37446;37447;37448;37449;37450;37451;37452;37453;62713;62714;62715;62716;62717;62718;62719;62720;62721;62722;62723;62724;74833;74834;74835;74836;74837	26540;26541;26542;26543;26544;26545;26546;26547;26548;26549;26550;26551;26552;26553;26554;26555;26556;26557;26558;26559;26560;26561;26562;86896;86897;86898;86899;86900;86901;86902;86903;86904;86905;86906;86907;86908;86909;86910;86911;86912;86913;86914;86915;86916;86917;86918;86919;86920;86921;86922;86923;86924;86925;148289;148290;148291;148292;148293;148294;148295;148296;148297;148298;148299;148300;148301;148302;148303;148304;148305;148306;148307;148308;148309;148310;148311;148312;148313;148314;148315;148316;148317;148318;148319;148320;148321;148322;148323;148324;148325;148326;174928;174929;174930;174931;174932;174933;174934;174935;174936;174937;174938;174939;174940;174941;174942;174943;174944;174945;174946;174947;174948;174949	26560;86915;148319;174944		
sp|O00148|DX39A_HUMANATP-dependentRNAhelicaseDDX39AOS=HomosapiensGN=DDX39APE=1SV=2	sp|O00148|DX39A_HUMANATP-dependentRNAhelicaseDDX39AOS=HomosapiensGN=DDX39APE=1SV=2	13	3	3		1	13	3	3	9	11	13	13	13	7	7	11	1	2	3	3	3	0	0	1	1	2	3	3	3	0	0	1	30.4	9.4	9.4	49.129	427	427	0	12.855	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	20.1	28.1	30.4	30.4	30.4	17.1	16.2	23.9	12612000	131360	1184800	2596800	2781500	5399000	0	0	518630	0	1736800	2171300	2129800	4338700	0	0	0	0	0	1	0	7	0	0	0	8				39	2126;3031;3759;5977;6398;6736;7797;7846;11057;11621;11919;13538;17312	False;False;False;False;False;True;False;False;False;False;True;False;True	2164;3086;3826;6087;6509;6850;7927;7976;11243;11835;12148;13789;17647	10659;10660;10661;10662;10663;10664;10665;10666;10667;10668;10669;10670;10671;10672;10673;10674;10675;15754;15755;15756;15757;15758;15759;15760;15761;19750;19751;19752;19753;19754;19755;19756;19757;30807;30808;30809;30810;30811;30812;30813;30814;32779;32780;32781;32782;32783;32784;32785;32786;32787;32788;32789;32790;32791;32792;34537;34538;34539;40019;40020;40021;40022;40023;40240;40241;40242;40243;40244;40245;40246;40247;56904;56905;56906;56907;56908;56909;56910;56911;56912;56913;56914;56915;60119;60120;60121;60122;60123;60124;61598;61599;61600;61601;61602;61603;69578;69579;69580;69581;69582;89488;89489;89490;89491	24411;24412;24413;24414;24415;24416;24417;24418;24419;24420;24421;24422;24423;24424;24425;24426;24427;24428;24429;24430;24431;24432;24433;24434;24435;24436;24437;24438;24439;24440;24441;24442;24443;24444;24445;24446;24447;24448;24449;24450;24451;24452;24453;24454;24455;24456;24457;24458;24459;24460;24461;24462;24463;24464;24465;24466;24467;24468;24469;24470;24471;24472;24473;24474;24475;24476;24477;24478;24479;24480;24481;24482;24483;24484;24485;24486;35924;35925;35926;35927;35928;35929;35930;35931;35932;35933;35934;35935;35936;35937;35938;35939;45022;45023;45024;45025;45026;45027;45028;45029;45030;45031;45032;45033;45034;45035;45036;45037;45038;45039;45040;70336;70337;70338;70339;70340;70341;70342;70343;70344;70345;70346;70347;70348;70349;70350;70351;70352;70353;70354;70355;70356;70357;70358;70359;70360;70361;70362;70363;70364;70365;70366;70367;70368;70369;70370;70371;70372;70373;74516;74517;74518;74519;74520;74521;74522;74523;74524;74525;74526;74527;74528;74529;74530;74531;74532;74533;74534;74535;74536;74537;79950;79951;79952;93826;93827;93828;93829;93830;93831;93832;93833;94259;94260;94261;94262;94263;94264;94265;94266;94267;94268;94269;94270;94271;94272;94273;94274;94275;94276;94277;94278;133889;133890;133891;133892;133893;133894;133895;133896;133897;133898;133899;133900;133901;133902;133903;133904;133905;133906;133907;133908;133909;133910;133911;133912;133913;133914;133915;133916;133917;143106;143107;143108;143109;143110;143111;143112;143113;143114;143115;143116;143117;143118;143119;143120;143121;146000;146001;146002;146003;146004;163046;163047;214020;214021	24446;35933;45036;70370;74520;79952;93832;94266;133910;143118;146001;163047;214020		
sp|O00151|PDLI1_HUMANPDZandLIMdomainprotein1OS=HomosapiensGN=PDLIM1PE=1SV=4	sp|O00151|PDLI1_HUMANPDZandLIMdomainprotein1OS=HomosapiensGN=PDLIM1PE=1SV=4	14	14	14		1	14	14	14	11	1	12	10	3	7	10	4	11	1	12	10	3	7	10	4	11	1	12	10	3	7	10	4	62.3	62.3	62.3	36.071	329	329	0	81.2	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	52.9	4	62.3	53.5	13.4	25.2	48.3	18.2	145730000	52630000	530230	21856000	11766000	1914600	4305000	47129000	5602600	47574000	528560	23024000	5251700	1612400	9223600	51137000	4982600	31	0	24	5	0	10	24	7	101				40	66;1738;2109;5515;5841;6909;6959;11681;13357;13804;15099;17689;17907;17908	True;True;True;True;True;True;True;True;True;True;True;True;True;True	67;1769;2147;5619;5949;7023;7075;11897;13608;14060;15384;18029;18250;18251	332;333;334;8852;8853;8854;8855;8856;8857;8858;10567;10568;10569;10570;10571;10572;10573;28513;28514;28515;30124;30125;30126;30127;30128;30129;30130;30131;30132;30133;30134;30135;35365;35366;35367;35662;35663;35664;35665;60363;60364;60365;60366;60367;60368;60369;60370;60371;60372;68696;68697;68698;70807;70808;70809;70810;70811;70812;70813;77275;77276;77277;91387;91388;91389;91390;91391;92477;92478;92479;92480;92481	779;780;781;20468;20469;20470;20471;20472;20473;20474;20475;20476;20477;20478;20479;24170;24171;24172;24173;24174;24175;24176;24177;24178;24179;24180;24181;24182;24183;24184;24185;24186;65500;65501;65502;65503;65504;65505;65506;65507;68986;68987;68988;68989;68990;68991;68992;68993;68994;68995;68996;82091;82919;82920;143544;143545;143546;143547;143548;143549;143550;143551;143552;143553;143554;143555;143556;143557;161216;161217;166304;166305;166306;166307;166308;166309;166310;166311;166312;166313;166314;166315;166316;166317;166318;180563;218978;218979;218980;218981;218982;218983;218984;218985;222132;222133;222134;222135;222136;222137;222138;222139;222140	779;20469;24171;65502;68987;82091;82920;143552;161216;166305;180563;218983;222132;222133		
sp|O00154|BACH_HUMANCytosolicacylcoenzymeAthioesterhydrolaseOS=HomosapiensGN=ACOT7PE=1SV=3	sp|O00154|BACH_HUMANCytosolicacylcoenzymeAthioesterhydrolaseOS=HomosapiensGN=ACOT7PE=1SV=3	2	2	2		1	2	2	2	1	0	2	2	1	0	0	0	1	0	2	2	1	0	0	0	1	0	2	2	1	0	0	0	5.8	5.8	5.8	41.796	380	380	0.0018536	3.1824	By matching		By MS/MS	By matching	By MS/MS				2.9	0	5.8	5.8	2.9	0	0	0	2879500	200280	0	1633800	491830	553670	0	0	0	0	0	1733400	401730	0	0	0	0	0	0	2	0	1	0	0	0	3				41	1392;17088	True;True	1418;17419	7182;7183;88260;88261;88262;88263	17000;210619;210620	17000;210619		
sp|O00159|MYO1C_HUMANUnconventionalmyosin-IcOS=HomosapiensGN=MYO1CPE=1SV=4	sp|O00159|MYO1C_HUMANUnconventionalmyosin-IcOS=HomosapiensGN=MYO1CPE=1SV=4	19	19	19		1	19	19	19	14	6	11	12	12	2	6	4	14	6	11	12	12	2	6	4	14	6	11	12	12	2	6	4	20.9	20.9	20.9	121.68	1063	1063	0	77.641	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	16.2	6	12.9	15	13	2.7	6.2	4	81189000	22317000	4363400	13843000	14795000	9158000	572850	4621000	11518000	14993000	7679800	10192000	12039000	6937700	0	11216000	7679000	27	8	17	16	8	1	4	4	85				42	1816;2253;2730;6846;8852;9760;10286;10298;10322;11739;12421;13143;13986;15378;15961;17180;17343;18576;18646	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1849;2294;2777;6960;9001;9924;10454;10466;10490;11957;12657;13388;14247;15674;16267;17511;17679;18925;18995	9224;9225;9226;11291;11292;11293;11294;13818;13819;13820;13821;13822;13823;13824;13825;13826;13827;35047;35048;45609;45610;50556;50557;50558;53200;53201;53202;53203;53243;53244;53245;53246;53247;53248;53348;60633;60634;60635;64128;64129;64130;67658;67659;67660;67661;67662;71644;71645;78773;78774;78775;78776;81785;81786;88765;88766;88767;89685;89686;89687;89688;95856;95857;95858;95859;95860;95861;95862;96205;96206	21289;25712;25713;25714;25715;25716;25717;25718;25719;25720;25721;25722;31437;31438;31439;31440;31441;31442;31443;31444;31445;31446;31447;31448;81017;81018;107130;107131;107132;119839;119840;119841;119842;125498;125499;125500;125501;125502;125503;125540;125541;125542;125543;125544;125545;125546;125547;125548;125549;125550;125731;144117;144118;144119;144120;151498;151499;151500;159125;159126;159127;159128;168433;184325;184326;184327;191202;212520;214572;214573;214574;214575;229340;229341;229342;229343;229344;229345;229346;229347;229348;229349;229350;229351;229352;229353;230203	21289;25721;31444;81017;107130;119840;125499;125542;125731;144119;151498;159127;168433;184325;191202;212520;214572;229347;230203		
sp|O00161|SNP23_HUMANSynaptosomal-associatedprotein23OS=HomosapiensGN=SNAP23PE=1SV=1	sp|O00161|SNP23_HUMANSynaptosomal-associatedprotein23OS=HomosapiensGN=SNAP23PE=1SV=1	2	2	2		1	2	2	2	2	1	2	2	1	0	0	0	2	1	2	2	1	0	0	0	2	1	2	2	1	0	0	0	11.4	11.4	11.4	23.354	211	211	0	5.1415	By MS/MS	By MS/MS	By MS/MS	By matching	By matching				11.4	4.7	11.4	11.4	6.6	0	0	0	4881300	882050	1079300	1194500	1130800	594560	0	0	0	586950	0	1549000	806390	0	0	0	0	1	1	3	0	0	0	0	0	5				43	598;7295	True;True	608;7417	3081;3082;3083;3084;37470;37471;37472;37473	7090;86966;86967;86968;86969	7090;86967		
sp|O00170|AIP_HUMANAHreceptor-interactingproteinOS=HomosapiensGN=AIPPE=1SV=2	sp|O00170|AIP_HUMANAHreceptor-interactingproteinOS=HomosapiensGN=AIPPE=1SV=2	4	4	4		1	4	4	4	2	2	2	2	4	0	0	1	2	2	2	2	4	0	0	1	2	2	2	2	4	0	0	1	14.8	14.8	14.8	37.636	330	330	0	8.4899	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS			By matching	7	7	8.8	7	14.8	0	0	3.3	10445000	1008000	789260	1730300	1783100	4694000	0	0	440410	0	0	0	0	3540400	0	0	0	0	0	3	1	3	0	0	0	7				44	5622;15656;17076;18887	True;True;True;True	5727;15957;17407;19240	29034;29035;80247;80248;88204;88205;88206;88207;88208;97445;97446;97447;97448	66717;187943;210498;210499;210500;210501;210502;210503;233225;233226	66717;187943;210502;233225		
sp|O00194|RB27B_HUMANRas-relatedproteinRab-27BOS=HomosapiensGN=RAB27BPE=1SV=4	sp|O00194|RB27B_HUMANRas-relatedproteinRab-27BOS=HomosapiensGN=RAB27BPE=1SV=4	1	1	1		1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	1	5	5	5	24.608	218	218	0.0039858	2.6916				By MS/MS	By MS/MS			By MS/MS	0	0	0	5	5	0	0	5	2661200	0	0	0	1319600	519880	0	0	821790	0	0	0	0	0	0	0	684570	0	0	0	1	1	0	0	1	3				45	1474	True	1501	7588;7589;7590	17684;17685;17686	17685		
